File Name,Average Precision,Average Sequence Matcher Similarity Precision,Average Cosine Similarity Precision
getch_result,14.65530489077,20.2869969273392,13.7207049580586
verify_expression_result,15.1866613039976,16.1733056610261,4.16666666666667
strindex_result,14.9634487605482,15.3521391241038,15.688526132877
date_conversion_result,14.7466554803062,18.5606379501317,21.2424647365975
swap_result,16.8181328528599,18.7615987025956,8.06297092504606
case_result,14.5253673801241,18.6321740163121,11.2367079039645
minscanf_result,10.2948439419286,12.4314983567158,11.463664553833
getfloat_result,11.4199669932272,13.302557324951,7.85566353793425
getint_result,11.785074107446,13.0667937588302,8.40254161831296
histogram_result,17.5828363922802,17.1330039901262,15.1244878414491
binsearch_result,13.3200915824608,15.9901682206598,15.0090191904982
hello_world_result,29.8607014164415,37.3432861789852,11.0117276525025
var_group_result,13.7192720208199,13.9946087315689,13.6955940015537
copy_io_esc_replace_result,19.2301961102259,17.9753897465918,15.2092815806584
readlines_result,12.4184029453986,14.209021394095,11.4793261347486
strend_result,10.5662852968999,14.6013923550034,13.3799241403948
undcl_result,11.1719637287455,10.3655005056726,9.22935474209001
strcat_result,16.2745895201979,16.9707695787527,14.8703115590201
compare_result,11.0906614728353,13.5591569773532,11.381604258093
frequency_histogram_result,17.7834167323766,16.923138250814,11.6209246340199
print_result,14.2376834523018,17.7295539540109,14.3397282701364
bfree_result,17.5927744418498,17.3971243220755,11.9442754774953
getop_result,11.5548046677051,12.430458967757,9.56536432526043
strncmp_result,15.9680215257561,16.4502230801116,10.4101271386062
entab_result,14.3726210707433,13.5443627202872,9.83341541512887
cross_referencer_result,13.0684288804929,14.2089812307306,12.6594331257568
rightrot_result,14.98184017694,18.513422383606,9.21371423246996
print_eof_result,24.9091970121382,28.3151208809508,5
count_c_keywords_result,11.548399723835,11.1624941396267,9.11692393572737
escape_result,15.1266879319168,14.2235608744776,15.8929129286062
expr_result,19.5876445735589,19.307238844889,16.7862169574002
atof_result,10.3800769259746,11.9216389217048,7.62199486779377
longest_line_result,13.9836310200434,15.9773578527422,14.426348220984
fsize_result,11.467659056629,14.7941867177626,12.5082999312038
fold_line_result,12.2483047462004,11.5256662810479,11.40781860509
calculator_result,19.9968608538852,18.5285850523004,17.4684672960817
minprintf_result,12.3971991918741,13.0343802612568,11.9869898894701
stack_result,14.0472312751402,15.4705290489195,13.5758696208694
expand_result,10.4871881032875,10.6394959418479,9.97519409067078
printf_argument_result,38.8727210182318,47.6347151600544,14.8240453183332
sort_result,11.8667089585904,13.3877468195338,10.1350637195164
setbits_result,15.3652227384849,17.7680534416893,10.3618953346595
math_result,14.0471727397781,15.5019482625126,14.0267654266648
htoi_result,12.3406880369327,14.0835569369286,12.4670562857381
invert_result,14.7689104378591,18.4600078182268,10.0681950278479
isupper_result,19.1141181712752,22.1707668943181,9.36746604098674
dcl_result,11.5061610492373,10.4599479099091,8.03127969808644
tail_result,12.3239825628352,14.4084713330969,10.5285887234314
calloc_result,18.1791180824583,18.0867394523937,12.4833301048032
syscalls_result,14.2798848122994,16.1758956965752,13.4123483780228
reverse_result,16.6412866656181,18.5134882373971,12.338539201941
fahrenheit_celsius_result,21.4553776900401,26.3861296702779,23.8344228048939
detab_result,14.5477901309741,13.6624026709647,10.995510980161
types_ranges_result,6.03044704446986,9.21544552211384,6.53524541971547
words_frequency_result,12.1359623160173,14.5739697527405,13.9470203492674
date_conversion_pointers_result,14.7911469451499,19.0530249296965,21.8308898259174
count_b_t_n_result,24.5627476117954,21.5541994557818,11.8057614713909
temperature_conversion_result,20.9508942567957,25.8592765781662,19.0542795759144
malloc_free_result,18.8596030530345,18.7603865963626,13.0140191647945
copy_io_result,17.990951928139,18.804755331351,12.5753431878383
check_syntax_result,16.5458918745521,15.6467912337129,13.721305023304
any_result,16.4922487851451,18.615438500476,16.5625964028334
atoi_result,18.3784694851695,20.9358047866684,10.9284719830025
itoa_result,10.2733339919771,11.0671235039514,7.37137382795333
line_80_result,13.8688409445908,15.6217985061865,14.9031582575767
trailing_blanks_result,11.1739390293762,12.7450487837412,13.2500999210836
variables_result,13.6322340887712,15.453551670759,12.8102565895944
ungets_result,12.24303537345,15.0804111879421,14.5140302894611
bitcount_result,15.3833246061345,19.4386233052396,10.6116157427523
getline_result,12.8382559556353,16.3023709621407,9.14287607936334
copy_io_nl_result,21.0466487827421,18.4218740489502,15.0369985901657
word_count_test_result,14.8693297952305,13.9041116585407,10.1877018456764
c_remove_comments_result,13.1571198430209,11.8644594360841,11.8887386441213
celsius_fahrenheit_result,25.583956692499,30.3953556552708,27.0888580888832
strncat_result,8.90101305356995,12.576847720887,9.04689413885914
lower_result,21.7440816455426,26.9985760286093,8.27991532511419
loop_result,16.9569740932398,15.5495870437737,12.1374758229362
cat_result,11.9727161639369,13.8829737747084,16.1563468871119
undef_result,12.602551199556,13.4676013680248,13.2095922011975
itob_result,13.306547200532,16.7902414751176,10.7820247806843
squeeze_result,15.7833385079664,16.591676596406,18.6203477420316
define_result,12.3072809897521,12.5329892414415,10.435790279716
find_result,14.0348556235504,14.5849833903924,11.9798890287043
,,,
Average Precision Mean: 15.290325440194207,,,
Average Sequence Matcher Similarity Precision Mean: 16.91321310333552,,,
Average Cosine Similarity Precision Mean: 12.504674513603874,,,
